feature1,feature2,feature3,feature4,feature5,feature6,feature7,feature8,feature9,feature10,feature11,feature12,feature13,feature14,feature15,feature16,feature17,feature18,feature19,feature20,feature21,feature22,feature23,feature24,feature25,feature26,feature27,feature28,feature29,feature30,feature31,feature32,feature33,feature34,feature35,feature36,state
-0.011075,-0.010954,-0.010921,0.0,-0.010914,0.000345,30.832695,971.676941,0.000882,0.000882,-0.0,2.12949,0.976562,1.953125,3.90625,2.929688,0.178414,0.178662,0.0,0.009345,0.009368,0.009437,0.009353,0.000296,-30.945269,976.230713,0.000738,0.000744,-0.0,2.12949,0.976562,1.953125,12.695313,2.929688,0.153589,0.153561,stop
-0.011583,-0.011533,-0.011423,0.0,-0.01132,0.00041,20.515116,563.313721,0.000797,0.000905,-0.0,2.12949,0.976562,1.953125,2.929688,3.90625,0.184618,0.184705,0.0,0.00898,0.009081,0.009358,0.009103,0.000315,-23.436407,673.801453,0.00075,0.000718,-0.0,2.12949,0.976562,1.953125,2.929688,3.90625,0.149985,0.150287,stop
-0.011788,-0.011747,-0.011733,0.0,-0.011717,0.000368,31.594078,1003.675659,0.000942,0.000926,-0.0,2.12949,0.976562,1.953125,12.695313,5.859375,0.190971,0.191187,0.0,0.008732,0.008747,0.008936,0.00874,0.000275,-31.422771,996.646179,0.000668,0.000687,-0.0,2.12949,0.976562,1.953125,2.929688,12.695313,0.144977,0.145072,stop
-0.012435,-0.012362,-0.012277,0.0,-0.01217,0.000432,21.885729,613.042603,0.001075,0.000966,-0.0,2.12949,0.976562,1.953125,2.929688,3.90625,0.196713,0.196925,0.0,0.008232,0.008257,0.008744,0.008383,0.000329,-16.092407,411.370331,0.000626,0.000676,-0.0,2.12949,0.976562,1.953125,2.929688,3.90625,0.13966,0.139853,stop
-0.012437,-0.012317,-0.012236,0.0,-0.012238,0.00039,30.111328,941.520996,0.000989,0.000959,-0.0,2.12949,0.976562,1.953125,12.695313,4.882812,0.200505,0.200681,0.0,0.008246,0.008323,0.008434,0.008309,0.000273,-27.527737,834.866821,0.000703,0.00069,-0.0,2.12949,0.976562,1.953125,12.695313,25.390625,0.137035,0.137055,stop
-0.012687,-0.012597,-0.012287,0.0,-0.012363,0.00042,24.936228,733.587402,0.000918,0.000989,-0.0,2.12949,0.976562,1.953125,2.929688,4.882812,0.203622,0.203816,0.0,0.007811,0.008186,0.008417,0.008075,0.000318,-16.123901,402.93631,0.000587,0.00062,-0.0,2.12949,0.976562,1.953125,2.929688,4.882812,0.133187,0.133526,stop
-0.012871,-0.012744,-0.012626,0.0,-0.012637,0.000408,29.013777,896.090454,0.000935,0.001008,-0.0,1.962227,0.976562,1.953125,6.835937,11.71875,0.206316,0.206508,0.0,0.007659,0.007718,0.007902,0.007719,0.000253,-27.557482,836.772034,0.000646,0.00063,-0.0,1.962227,0.976562,1.953125,12.695313,2.929688,0.128801,0.128964,stop
-0.012979,-0.01287,-0.01284,0.0,-0.012823,0.000407,30.539463,958.925903,0.001102,0.001004,-0.0,1.962227,0.976562,2.929688,1.953125,3.90625,0.208238,0.208293,0.0,0.007574,0.007601,0.007883,0.007597,0.000245,-29.216208,905.480591,0.000589,0.000616,-0.0,1.962227,0.976562,1.953125,2.929688,5.859375,0.127003,0.12723,stop
-0.013047,-0.012944,-0.012835,0.0,-0.012785,0.000432,25.234907,742.765381,0.001015,0.001003,-0.0,1.962227,0.976562,12.695313,4.882812,1.953125,0.207829,0.207831,0.0,0.007579,0.007675,0.00788,0.007678,0.000269,-22.743719,647.369446,0.00065,0.000606,-0.0,1.962227,0.976562,1.953125,12.695313,2.929688,0.127053,0.127376,stop
-0.012653,-0.012495,-0.012411,0.0,-0.012403,0.000405,28.122381,859.370178,0.000964,0.000962,-0.0,2.12949,0.976562,13.671875,5.859375,12.695313,0.202533,0.202787,0.0,0.007844,0.007933,0.008114,0.00792,0.00027,-24.656488,720.431763,0.000655,0.000628,-0.0,2.12949,0.976562,12.695313,3.90625,1.953125,0.130976,0.131082,stop
-0.012473,-0.012313,-0.012256,0.0,-0.012241,0.000394,29.278316,906.987488,0.000858,0.000972,-0.0,2.12949,0.976562,2.929688,7.8125,1.953125,0.199779,0.199807,0.0,0.008079,0.008136,0.0082,0.008109,0.00026,-29.531359,916.869324,0.000655,0.000656,-0.0,2.12949,0.976562,12.695313,1.953125,3.90625,0.133595,0.133574,stop
-0.012294,-0.01211,-0.011905,0.0,-0.011944,0.00041,24.156185,702.690674,0.000997,0.000939,-0.0,2.12949,0.976562,1.953125,3.90625,2.929688,0.195905,0.196195,0.0,0.008228,0.008382,0.008544,0.00833,0.000295,-21.964449,615.920837,0.000619,0.000661,-0.0,2.12949,0.976562,1.953125,3.90625,12.695313,0.136998,0.137206,stop
-0.012043,-0.01191,-0.0118,0.0,-0.011794,0.00039,26.943796,811.570312,0.00089,0.000937,-0.0,2.12949,0.976562,12.695313,3.90625,2.929688,0.191468,0.191583,0.0,0.008417,0.008501,0.008745,0.008502,0.000292,-24.048147,697.494324,0.000746,0.000704,-0.0,2.12949,0.976562,1.953125,2.929688,12.695313,0.141599,0.141741,stop
-0.01176,-0.011585,-0.011493,0.0,-0.011514,0.00037,29.298367,908.014954,0.000937,0.000934,-0.0,2.12949,0.976562,1.953125,12.695313,5.859375,0.188379,0.188557,0.0,0.008745,0.008801,0.008861,0.008775,0.00028,-30.027542,937.57196,0.000717,0.000692,-0.0,2.12949,0.976562,1.953125,12.695313,25.390625,0.143994,0.144079,stop
-0.011615,-0.011557,-0.011506,0.0,-0.0115,0.000363,30.937149,975.976074,0.000883,0.000914,-0.0,2.12949,0.976562,1.953125,12.695313,13.671875,0.187349,0.187574,0.0,0.008674,0.008692,0.00882,0.008687,0.000274,-31.278568,990.448608,0.00069,0.000717,-0.0,2.12949,0.976562,12.695313,26.367187,8.789063,0.143948,0.144078,stop
